Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
Toyoda,suv,6,2000,,2006,"68,462 SAR",143357000mts,8.11,2WD,premium,Riyadh,-5,4,Silver,individual,0
Toyoda,SEDAN,4,1999,,2006,"46,630 SAR",108394000mts,15.18,2WD,premium,Dammam,-5,2,White,company,0
JournalMotors,crossover,4,2004,"90,442 SAR",2010,"36,730 SAR",276032000mts,9.11,2WD,standard,Makkah,-2,3,Black,individual,0
Shevy,crossover,4,2004,"126,619 SAR",2008,"63,872 SAR",78119,3.25,2WD,premium,Madinah,11,2,Gray,individual,0
JournalMotors,sedan,4,2003,"124,136 SAR",2008,"57,950 SAR",120280000mts,11.42,4WD,premium,Medina,-3,1,White,individual,1
Nesshan,sedan,8,1998,"66,925 SAR",2004,"35,135 SAR",126232000mts,12.51,2WD,premium,Jeddah,2,1,Silver,individual,0
Toyoda,sedan,4,2005,,2007,"83,640 SAR",21775,10.34,4WD,premium,Madinah,-3,3,Silver,individual,0
Masda,sedan,4,2003,"73,890 SAR",2008,"36,309 SAR",42526,8.49,2WD,premium,Dhahran,-5,2,Black,individual,0
Fourd,sedan,6,1993,"60,616 SAR",2000,"27,352 SAR",284565000mts,9.05,2WD,standard,Dhahran,3,1,Black,individual,0
Fourd,sedan,8,1994,"74,194 SAR",1995,"53,286 SAR",16553,8.11,4WD,standard,Riyadh,-2,3,Black,individual,1
Wolksvagon,suv,8,2004,"96,902 SAR",2007,"69,871 SAR",110953000mts,4.17,2WD,standard,Makkah,-2,2,Red,individual,0
Toyoda,SUV,6,2002,"111,767 SAR",2005,"80,165 SAR",62282,8.2,4WD,standard,Medina,-5,2,Gray,individual,1
Toyoda,sedan,8,2005,"65,893 SAR",2012,"37,793 SAR",261442,13.38,2WD,standard,Jeddah,3,2,Silver,company,1
JournalMotors,suv,6,2008,"146,846 SAR",2014,"69,751 SAR",60121000mts,2.86,4WD,standard,Makkah,2,3,Gray,individual,0
Masda,SUV,4,2002,,2007,"40,158 SAR",188304000mts,11.76,2WD,standard,DMM,-3,4,Black,company,1
Fourd,sedan,4,1999,"81,916 SAR",2001,"51,127 SAR",39827,7.94,4WD,standard,Medina,-5,2,White,individual,0
Huendae,SUV,6,2003,"79,168 SAR",2007,"46,592 SAR",150649,7.22,2WD,standard,JED,-3,1,Blue,individual,0
Shevy,suv,4,1993,,1997,"71,169 SAR",149463,5.02,2WD,premium,Dammam,2,2,Red,individual,1
Huendae,sedan,4,1999,"48,759 SAR",2004,"27,673 SAR",90635,17.37,2WD,standard,Madinah,8,1,Gray,company,1
Huendae,SUV,6,2005,"138,376 SAR",2009,"81,009 SAR",84604,10.84,4WD,premium,AdDhahran,6,2,White,individual,1
Toyoda,suv,4,2003,,2008,"53,970 SAR",221624,14.07,2WD,standard,Makkah,-5,1,Red,individual,0
Fourd,crossover,4,2002,"146,043 SAR",2007,"64,930 SAR",81824,8.25,4WD,premium,Riyadh,7,1,Red,individual,0
Toyoda,sedan,6,2006,,2010,"40,939 SAR",141114,11.23,2WD,standard,AdDhahran,-5,1,Blue,individual,1
Geep,crossover,4,1999,"98,299 SAR",2001,"61,353 SAR",12854,6.15,4WD,standard,Dhahran,5,2,Black,individual,0
BeEmW,CROSSOVER,4,1991,,1996,"41,445 SAR",91234000mts,5.33,4WD,standard,Riyadh,-5,1,Silver,individual,0
JournalMotors,suv,4,2006,,2012,"47,768 SAR",120707,7.38,2WD,standard,JED,4,4,Red,individual,0
Geep,suv,4,1998,"100,387 SAR",2003,"52,070 SAR",114332000mts,3.86,2WD,standard,AdDhahran,2,2,Silver,individual,1
Shevy,SUV,4,1999,"122,874 SAR",2005,"49,902 SAR",251083,6.61,4WD,standard,Madinah,-5,1,Silver,individual,0
Mercetes,SEDAN,4,2000,"69,628 SAR",2006,"33,073 SAR",107872,8.22,2WD,standard,Dammam,1,2,Gray,company,0
Shevy,suv,4,2002,"130,395 SAR",2006,"65,777 SAR",27148,2.87,4WD,standard,Makkah,13,3,Blue,company,0
Toyoda,sedan,6,2007,"82,266 SAR",2013,"52,033 SAR",55112,19.44,4WD,standard,Medina,-5,2,White,individual,0
Toyoda,SEDAN,6,1994,"52,995 SAR",1994,"43,332 SAR",982,16.35,2WD,standard,Jeddah,6,4,Black,individual,1
Honta,crossover,8,1999,"81,916 SAR",2005,"40,855 SAR",286731000mts,12.42,2WD,premium,Dammam,3,2,White,company,0
Honta,suv,6,2004,,2009,"47,498 SAR",198546,8.58,4WD,standard,Madinah,4,1,Gray,individual,1
Fourd,crossover,6,2003,,2009,"37,905 SAR",110012000mts,7.95,2WD,standard,Mecca,-3,2,Gray,individual,0
Honta,SUV,4,1995,"81,083 SAR",2000,"37,851 SAR",216861,9.33,4WD,standard,Riyadh,-5,3,Silver,individual,0
Toyoda,suv,8,2004,,2006,"87,857 SAR",21295,7.65,4WD,standard,Madinah,7,2,Black,individual,0
Masda,suv,4,2002,,2005,"48,288 SAR",116573,9.13,2WD,standard,Dhahran,-2,2,White,individual,1
Honta,sedan,4,1990,"48,960 SAR",1994,"35,031 SAR",78007000mts,17.55,4WD,standard,Dhahran,-3,1,Black,individual,1
Honta,sedan,6,2000,"49,734 SAR",2003,"30,794 SAR",110757,17.59,2WD,standard,Jeddah,4,4,Red,individual,0
Fourd,suv,4,1998,,2001,"56,648 SAR",23295000mts,5.7,2WD,standard,Makkah,5,2,Gray,individual,0
Toyoda,sedan,6,1997,"67,487 SAR",2003,"34,924 SAR",87303000mts,12.72,4WD,standard,Mecca,8,1,White,individual,0
Huendae,SEDAN,4,2004,"64,601 SAR",2008,"39,521 SAR",137816,20.82,4WD,standard,Dammam,9,3,White,individual,1
JournalMotors,SUV,4,2005,"115,313 SAR",2009,"58,169 SAR",74587000mts,5.58,2WD,standard,Jeddah,8,3,White,individual,0
JournalMotors,sedan,4,2004,"75,368 SAR",2010,"32,219 SAR",64429,6.9,2WD,standard,JED,-5,1,Red,individual,0
Shevy,sedan,6,2003,"73,890 SAR",2009,"28,429 SAR",303408,5.78,2WD,standard,Madinah,8,1,Gray,individual,0
Masda,SUV,4,1996,"82,705 SAR",2001,"40,641 SAR",88220,6.51,4WD,standard,Dammam,14,2,Gray,individual,0
Huendae,suv,4,2001,,2005,"50,784 SAR",39968000mts,11.43,4WD,standard,Dammam,7,4,Black,individual,1
Honta,CROSSOVER,4,1995,"64,866 SAR",2003,"20,228 SAR",133196000mts,15.32,4WD,standard,Dhahran,-2,3,Red,individual,0
Huendae,sedan,4,1993,"43,297 SAR",1995,"32,946 SAR",71923,20.95,2WD,standard,Dhahran,2,4,Black,individual,0
Wolksvagon,suv,4,2005,,2006,"77,747 SAR",42524000mts,7.15,2WD,standard,RYD,-3,3,Red,individual,0
Huendae,crossover,4,2005,"65,893 SAR",2008,"50,230 SAR",45602,16.04,2WD,standard,Dammam,3,2,Gray,company,0
Shevy,suv,4,2003,,2012,"47,761 SAR",48142,4.34,4WD,premium,Jeddah,10,3,Silver,individual,0
JournalMotors,SEDAN,4,2003,"73,890 SAR",2009,"30,008 SAR",201219000mts,7.66,2WD,standard,Dammam,6,2,Gray,individual,0
Toyoda,crossover,4,2007,"98,720 SAR",2008,"81,535 SAR",47344000mts,10.15,4WD,standard,Dammam,11,2,White,individual,1
JournalMotors,crossover,8,2004,"151,943 SAR",2011,"64,955 SAR",130724,3.17,4WD,premium,JED,8,1,Gray,company,0
Honta,suv,4,2001,"76,094 SAR",2007,"37,752 SAR",58909000mts,14.64,2WD,standard,Makkah,10,2,Gray,individual,1
Fourd,crossover,6,2004,"90,442 SAR",2005,"65,299 SAR",37758000mts,3.72,2WD,standard,JED,2,3,Brown,individual,0
Huendae,SUV,8,2004,,2006,"64,991 SAR",18484,7.93,2WD,standard,Dammam,2,2,Black,individual,1
Honta,suv,4,1999,,2005,"34,558 SAR",130613000mts,12.04,2WD,standard,Jeddah,10,1,Red,individual,0
Toyoda,suv,6,1999,"87,767 SAR",2001,"69,627 SAR",39580,6.38,2WD,standard,Madinah,-2,2,Blue,individual,1
Honta,SUV,4,2005,"138,376 SAR",2010,"68,186 SAR",197313000mts,10.34,4WD,premium,DMM,-3,4,Black,individual,0
Shevy,SEDAN,4,1996,"90,056 SAR",2002,"42,776 SAR",63153,8.32,2WD,premium,Makkah,3,1,Black,individual,0
Toyoda,crossover,4,2000,"85,942 SAR",2005,"48,566 SAR",110968,14.78,4WD,standard,RYD,5,3,Silver,individual,1
Masda,SEDAN,6,2007,,2008,"43,189 SAR",11285,13.71,2WD,standard,Madinah,5,3,Silver,company,0
Masda,sedan,8,2001,"60,875 SAR",2006,"31,575 SAR",192201,8.39,4WD,standard,Madinah,2,1,Gray,individual,0
Fourd,suv,4,1999,"102,395 SAR",2005,"48,637 SAR",76966000mts,3.9,2WD,standard,Jeddah,-3,2,Silver,company,0
Shevy,crossover,6,2001,"102,271 SAR",2006,"43,196 SAR",197338000mts,3.51,4WD,standard,Mecca,5,2,Black,individual,0
Huendae,SUV,6,1998,,2004,"49,804 SAR",69709,10.29,2WD,premium,Dhahran,12,3,White,company,1
JournalMotors,sedan,8,1998,,2000,"47,619 SAR",40490,5.1,4WD,standard,Mecca,4,4,Brown,individual,0
Toyoda,sedan,4,2001,"60,875 SAR",2010,"23,044 SAR",284375000mts,16.48,2WD,standard,Madinah,-2,2,Brown,individual,1
Honta,SEDAN,6,1998,"47,803 SAR",2007,"16,563 SAR",100911,18.8,2WD,standard,Dhahran,1,3,Silver,individual,0
Toyoda,sedan,6,2002,,2007,"31,747 SAR",198227000mts,11.18,2WD,standard,Medina,8,1,Black,company,0
Mercetes,suv,4,2002,"152,128 SAR",2004,"100,225 SAR",37548,3.87,2WD,premium,Makkah,3,4,Black,individual,0
Masda,crossover,4,1993,"51,956 SAR",1995,"34,049 SAR",75030,13.8,2WD,standard,Jeddah,-3,1,Black,individual,0
Huendae,crossover,4,2008,"117,477 SAR",2014,"61,675 SAR",110674000mts,13.99,4WD,premium,Jeddah,2,1,Blue,individual,0
Huendae,crossover,4,2004,"77,522 SAR",2005,"68,048 SAR",42243,19.42,4WD,standard,Dammam,3,1,Black,individual,0
Nesshan,SUV,8,2005,"82,367 SAR",2012,"38,918 SAR",57843,8.58,2WD,standard,Makkah,-2,2,Black,company,0
Wolksvagon,suv,8,2004,,2008,"59,173 SAR",75910000mts,8.2,2WD,standard,RYD,-3,2,Black,individual,0
Fourd,sedan,4,2007,,2014,"40,928 SAR",235514000mts,6.65,4WD,standard,JED,7,2,White,individual,1
Shevy,suv,8,1994,"92,742 SAR",1999,"48,105 SAR",113596000mts,4.18,2WD,standard,AdDhahran,3,3,Gray,company,1
Toyoda,crossover,6,1996,"66,164 SAR",2004,"20,543 SAR",166772000mts,10.27,2WD,standard,Jeddah,8,1,Gray,individual,0
Shevy,SEDAN,4,1999,"68,263 SAR",2003,"38,261 SAR",24147,7.19,2WD,standard,Madinah,2,1,White,individual,0
Fourd,crossover,6,1999,,2004,"43,703 SAR",49411000mts,2.39,4WD,standard,DMM,-3,2,Gray,individual,0
Wolksvagon,suv,4,2004,,2006,"69,553 SAR",72687,6.73,2WD,standard,Dammam,-3,2,Blue,individual,0
Honta,suv,8,2003,,2011,"25,586 SAR",330615,6.0,4WD,standard,Makkah,-3,2,Red,company,0
JournalMotors,sedan,4,2004,"105,516 SAR",2005,"76,182 SAR",44244,8.57,2WD,premium,Dammam,3,1,Gray,individual,0
Toyoda,suv,8,1996,,2004,"35,861 SAR",326734000mts,6.05,2WD,premium,Madinah,-2,2,White,company,1
Nesshan,sedan,4,2008,"58,272 SAR",2011,"42,199 SAR",114591,29.21,2WD,standard,DMM,2,2,Silver,individual,0
Fourd,suv,4,2001,"106,532 SAR",2004,"60,116 SAR",55443000mts,7.13,2WD,standard,Medina,9,2,Black,individual,0
Toyoda,SEDAN,8,2004,"108,530 SAR",2009,"64,900 SAR",47155,11.84,4WD,premium,Dhahran,3,2,White,individual,0
Shevy,sedan,4,1996,"64,326 SAR",1998,"42,156 SAR",17544000mts,6.08,2WD,standard,Jeddah,11,1,Silver,company,1
Honta,suv,4,2005,"82,367 SAR",2007,"59,661 SAR",43572000mts,13.18,2WD,standard,Jeddah,7,2,Gray,individual,1
Wolksvagon,suv,6,2003,"133,003 SAR",2008,"68,003 SAR",96775,7.91,2WD,premium,Jeddah,5,4,Black,individual,0
Toyoda,suv,6,2002,"93,139 SAR",2008,"45,789 SAR",261192,9.22,2WD,standard,Makkah,12,3,Gray,individual,0
Nesshan,SUV,4,1998,,1999,"57,220 SAR",46743000mts,13.21,2WD,standard,Jeddah,2,2,Black,individual,0
Wolksvagon,sedan,6,1998,"57,364 SAR",2002,"33,277 SAR",29776,8.66,2WD,standard,Madinah,9,4,Gray,company,0
Honta,crossover,8,1997,"67,487 SAR",2003,"31,887 SAR",124805000mts,10.0,4WD,standard,Dammam,6,2,White,individual,0
Huendae,crossover,6,2003,,2007,"46,611 SAR",39903,15.92,4WD,standard,JED,6,2,Black,company,0
Honta,CROSSOVER,4,2008,"69,926 SAR",2014,"36,344 SAR",123514,18.54,2WD,standard,AdDhahran,-2,2,Black,individual,0
Shevy,crossover,4,2005,,2011,"37,465 SAR",252955,5.4,2WD,standard,Riyadh,5,3,Gray,individual,0
Nesshan,sedan,4,2007,"57,129 SAR",2011,"40,877 SAR",76165,23.96,2WD,standard,Jeddah,2,1,Black,individual,1
Fourd,suv,4,2003,"110,836 SAR",2009,"49,751 SAR",106202,5.75,2WD,standard,Riyadh,-5,1,Gray,individual,1
Huendae,CROSSOVER,4,2001,"60,875 SAR",2005,"37,334 SAR",79500000mts,16.06,2WD,standard,Dammam,6,3,White,individual,0
Honta,SUV,8,2002,"93,139 SAR",2006,"51,799 SAR",128139000mts,8.6,4WD,standard,Riyadh,8,2,Silver,individual,1
Masda,suv,4,1996,"68,921 SAR",2000,"40,460 SAR",165155,13.5,2WD,standard,Dhahran,1,4,Blue,individual,1
JournalMotors,sedan,6,2005,,2009,"40,718 SAR",34992,4.58,2WD,standard,Makkah,-5,3,White,individual,1
JournalMotors,crossover,6,2001,"85,225 SAR",2006,"37,891 SAR",114323,3.43,2WD,standard,Dammam,-2,2,Black,individual,0
JournalMotors,sedan,8,2004,"75,368 SAR",2010,"32,219 SAR",115793,3.39,2WD,standard,Dammam,9,2,Gray,individual,0
Huendae,suv,6,2007,"102,833 SAR",2009,"70,939 SAR",39501,12.87,4WD,standard,Dhahran,-3,1,Red,individual,0
Fourd,crossover,4,2004,"108,530 SAR",2009,"53,613 SAR",69547,8.63,4WD,standard,Riyadh,1,3,Black,individual,0
Fourd,suv,4,1998,,2003,"42,400 SAR",184869,4.25,2WD,standard,JED,4,1,White,individual,0
Wolksvagon,sedan,4,1998,,2002,"49,041 SAR",82598,10.98,2WD,premium,Dhahran,5,3,Silver,individual,0
Honta,crossover,6,2003,,2006,"39,501 SAR",20932000mts,14.11,2WD,standard,JED,-5,1,Silver,individual,0
Fourd,suv,4,1995,"94,597 SAR",1998,"53,381 SAR",66970000mts,2.75,2WD,standard,Madinah,-3,1,White,individual,0
BeEmW,suv,4,2004,"113,052 SAR",2009,"45,362 SAR",205843,6.85,2WD,standard,Dhahran,6,4,White,individual,0
Fourd,SEDAN,6,1999,"68,263 SAR",2005,"30,641 SAR",122286,10.47,2WD,standard,DMM,6,1,Gray,individual,1
BeEmW,crossover,4,2006,"158,081 SAR",2009,"89,205 SAR",57420000mts,6.14,4WD,premium,Dhahran,4,2,Red,individual,0
Shevy,suv,6,2005,"138,376 SAR",2010,"71,775 SAR",49102,5.63,4WD,standard,Dhahran,3,2,Gray,individual,1
JournalMotors,SEDAN,4,2004,"75,368 SAR",2008,"44,355 SAR",62950,8.55,2WD,standard,Medina,3,2,Blue,individual,1
Masda,sedan,6,2003,,2006,"64,212 SAR",136883,17.02,4WD,premium,Jeddah,1,2,Red,individual,0
JournalMotors,suv,4,2003,"133,003 SAR",2010,"56,858 SAR",119342,3.79,4WD,standard,Dammam,5,1,Black,individual,0
Fourd,suv,6,1999,,2004,"57,361 SAR",82789,6.27,4WD,standard,Dhahran,5,2,Black,individual,1
Toyoda,sedan,4,2005,"65,893 SAR",2013,"20,459 SAR",141449000mts,14.52,2WD,standard,Dhahran,6,3,Gray,individual,0
JournalMotors,crossover,8,2000,"83,554 SAR",2004,"42,148 SAR",95392,5.98,2WD,standard,Dhahran,-2,2,White,individual,0
Fourd,suv,4,2004,"135,663 SAR",2011,"57,995 SAR",125772,5.75,4WD,standard,Dhahran,9,1,Black,individual,0
JournalMotors,crossover,4,2003,"124,136 SAR",2009,"55,721 SAR",44238,11.71,2WD,premium,Madinah,-2,2,Gray,company,1
Fourd,sedan,4,1993,"101,835 SAR",1998,"40,861 SAR",225597,13.93,4WD,premium,Madinah,9,4,Red,individual,0
JournalMotors,SEDAN,4,2000,,2004,"33,367 SAR",163726,4.59,2WD,standard,Riyadh,6,2,Gray,individual,0
JournalMotors,suv,4,2002,"130,395 SAR",2009,"50,169 SAR",372916,6.12,4WD,standard,AdDhahran,-2,2,White,individual,0
Wolksvagon,suv,4,1997,"84,359 SAR",2004,"48,506 SAR",73090,5.06,2WD,standard,DMM,-3,1,Silver,company,0
Honta,crossover,4,1996,,2004,"18,236 SAR",155809000mts,13.27,2WD,standard,RYD,2,2,Black,individual,1
Shevy,suv,4,2003,,2008,"49,277 SAR",54524000mts,4.72,2WD,standard,Riyadh,10,1,Silver,individual,0
Honta,crossover,4,2006,,2008,"46,365 SAR",21274,13.11,2WD,standard,Makkah,10,3,Red,individual,0
Nesshan,SUV,6,1997,"70,299 SAR",1999,"48,495 SAR",35928000mts,14.48,2WD,standard,Madinah,-3,3,White,individual,0
JournalMotors,suv,8,2004,,2007,"66,985 SAR",57152,4.11,2WD,standard,Medina,10,2,Blue,individual,1
JournalMotors,sedan,4,2001,"71,021 SAR",2008,"35,421 SAR",134603,6.38,2WD,standard,Dammam,3,1,Black,individual,1
Honta,CROSSOVER,6,2004,,2007,"40,291 SAR",31180,14.75,2WD,standard,Dhahran,11,1,Gray,individual,0
Toyoda,sedan,4,1999,,2004,"61,104 SAR",88448,20.36,4WD,premium,Jeddah,-3,2,White,individual,1
Fourd,suv,6,2008,,2013,"57,126 SAR",90849,4.58,2WD,standard,Riyadh,8,2,Black,individual,1
Fourd,crossover,6,2004,"151,943 SAR",2004,"88,859 SAR",881,5.76,4WD,premium,Riyadh,-3,4,Silver,individual,0
Masda,crossover,6,2003,,2010,"39,800 SAR",137765000mts,10.66,2WD,premium,Riyadh,9,4,Gray,individual,0
Toyoda,suv,4,2003,"95,002 SAR",2004,"78,661 SAR",10470000mts,13.44,2WD,standard,DMM,4,1,Red,company,0
Masda,SUV,4,2005,"82,367 SAR",2012,"43,242 SAR",126998,14.34,2WD,standard,Dammam,1,2,White,individual,0
Fourd,suv,4,2001,,2009,"27,325 SAR",180180,6.86,2WD,standard,Riyadh,-2,1,White,individual,0
Fourd,suv,8,2004,,2011,"48,329 SAR",134662000mts,4.84,2WD,standard,Makkah,-3,2,Blue,individual,0
Shevy,suv,4,2006,"141,144 SAR",2009,"88,497 SAR",61370,7.47,4WD,standard,JED,-5,1,Gray,individual,0
BeEmW,sedan,6,1998,"66,925 SAR",2004,"28,610 SAR",67093,7.12,2WD,standard,Jeddah,4,3,Red,individual,0
Toyoda,suv,4,1995,"97,300 SAR",2003,"30,211 SAR",93541000mts,12.09,4WD,standard,RYD,10,3,Red,individual,0
Toyoda,sedan,4,2001,,2006,"36,039 SAR",100120,21.6,2WD,standard,JED,-3,3,White,individual,0
Wolksvagon,suv,4,2003,,2006,"105,996 SAR",60074,8.78,2WD,premium,Dhahran,-2,2,Gray,individual,1
Fourd,sedan,4,2006,"78,413 SAR",2012,"37,246 SAR",139209,7.75,2WD,standard,Dammam,3,1,White,individual,0
Fourd,suv,6,1998,,2000,"83,542 SAR",41458,2.52,4WD,standard,Dammam,2,2,White,company,0
Shevy,suv,6,1996,"96,489 SAR",1997,"65,998 SAR",11515000mts,7.04,2WD,standard,Dhahran,-5,3,Gray,company,0
JournalMotors,CROSSOVER,8,2000,"100,265 SAR",2005,"42,348 SAR",190934,4.95,4WD,standard,Makkah,13,2,White,individual,0
Wolksvagon,sedan,4,2002,"62,093 SAR",2005,"42,309 SAR",18387,13.9,2WD,standard,Riyadh,5,4,Gray,individual,1
Honta,sedan,4,2003,"52,779 SAR",2006,"34,564 SAR",29033,14.79,2WD,standard,Jeddah,-5,3,Blue,company,1
BeEmW,suv,4,1994,"92,742 SAR",1997,"58,149 SAR",30182000mts,5.18,2WD,standard,Riyadh,3,1,Blue,individual,0
Fourd,suv,4,1995,"94,597 SAR",2001,"40,440 SAR",62227,7.28,2WD,standard,Jeddah,-2,1,Black,individual,0
Nesshan,suv,8,2004,"80,752 SAR",2010,"38,059 SAR",264514,5.52,2WD,standard,Dhahran,6,2,Gray,company,1
JournalMotors,sedan,4,1992,"83,198 SAR",1994,"49,331 SAR",71805,7.45,2WD,premium,Jeddah,-5,1,White,company,0
Nesshan,crossover,4,2007,,2012,"43,232 SAR",43943,20.38,2WD,standard,Dhahran,-5,3,White,company,1
Wolksvagon,SEDAN,4,2001,,2009,"20,739 SAR",309488,17.92,2WD,standard,Medina,-5,2,Silver,individual,1
JournalMotors,CROSSOVER,6,2003,,2012,"22,743 SAR",177336,2.92,2WD,standard,Jeddah,-5,2,White,individual,0
Mercetes,sedan,6,1997,"65,612 SAR",2003,"29,451 SAR",35286,6.14,2WD,standard,DMM,10,1,White,individual,1
Huendae,CROSSOVER,4,2003,,2009,"55,861 SAR",113952,12.99,4WD,premium,Riyadh,3,2,Blue,individual,0
Masda,suv,6,1996,"68,921 SAR",1996,"46,893 SAR",748,9.72,2WD,standard,Makkah,12,3,Silver,individual,0
Huendae,SEDAN,4,1995,"63,065 SAR",2001,"31,139 SAR",57984000mts,20.08,2WD,premium,Makkah,6,4,Gray,company,0
Toyoda,sedan,4,2008,,2016,"23,883 SAR",148265000mts,16.18,2WD,standard,Makkah,-2,3,White,company,0
JournalMotors,sedan,8,2008,"81,581 SAR",2012,"41,153 SAR",40286000mts,3.77,2WD,standard,Makkah,4,3,Blue,individual,0
Honta,crossover,4,2008,,2010,"52,929 SAR",92175000mts,20.82,2WD,standard,JED,-3,2,Brown,individual,1
JournalMotors,crossover,4,2008,,2014,"55,801 SAR",32165,6.89,4WD,standard,Dhahran,2,2,Gray,company,0
Toyoda,sedan,4,2007,"68,555 SAR",2009,"54,127 SAR",80022,18.97,2WD,standard,Madinah,6,2,White,individual,0
Honta,suv,8,2003,,2009,"47,382 SAR",79850,9.81,4WD,standard,Riyadh,2,4,Gray,individual,0
Shevy,suv,4,1994,"92,742 SAR",2001,"37,664 SAR",303829,6.44,2WD,standard,Madinah,8,2,Black,individual,0
Masda,SUV,4,2000,"89,522 SAR",2004,"58,231 SAR",45868,11.19,4WD,standard,Mecca,1,2,White,individual,1
Fourd,SEDAN,6,2000,,2004,"49,173 SAR",42988,4.43,2WD,premium,Dhahran,11,2,Gray,company,0
JournalMotors,suv,4,1993,,1999,"46,644 SAR",119717,5.27,4WD,standard,Madinah,5,1,Black,individual,0
Shevy,sedan,8,2005,"76,875 SAR",2007,"53,312 SAR",14936,3.27,2WD,standard,Dammam,3,3,Gray,company,0
JournalMotors,SEDAN,8,2003,,2006,"55,594 SAR",50383,6.97,4WD,standard,Medina,1,2,White,individual,0
JournalMotors,suv,4,2002,"108,662 SAR",2007,"50,726 SAR",62552,2.92,2WD,standard,Dammam,-3,3,Gray,individual,1
Wolksvagon,CROSSOVER,8,1996,,2002,"34,239 SAR",103800,7.64,2WD,standard,Jeddah,8,2,Gray,individual,0
Toyoda,suv,4,2006,"100,817 SAR",2009,"75,754 SAR",73111,15.68,2WD,standard,Dhahran,-2,1,Black,individual,0
Fourd,sedan,4,2002,"72,441 SAR",2005,"40,878 SAR",63160000mts,5.64,2WD,standard,Jeddah,-5,1,Blue,individual,0
JournalMotors,SEDAN,4,1995,"88,291 SAR",2001,"35,857 SAR",208098,10.72,2WD,premium,Madinah,10,2,Blue,individual,0
Masda,CROSSOVER,4,2003,"88,668 SAR",2007,"46,965 SAR",146899,14.93,2WD,premium,DMM,-5,3,Gray,individual,0
Nesshan,sedan,4,1996,"45,947 SAR",1999,"33,274 SAR",143888,24.9,2WD,standard,Riyadh,1,3,Gray,individual,0
Fourd,crossover,4,2006,"94,096 SAR",2008,"55,793 SAR",76419,8.18,2WD,standard,Mecca,8,2,Gray,individual,0
Fourd,SEDAN,4,2004,"90,442 SAR",2012,"25,775 SAR",78154000mts,4.28,4WD,standard,Medina,2,1,Blue,individual,0
Shevy,crossover,4,2003,"106,402 SAR",2005,"70,100 SAR",38145,5.8,4WD,standard,Mecca,3,4,Black,individual,0
Geep,sedan,8,2002,"86,930 SAR",2008,"37,162 SAR",121327,6.98,4WD,standard,Makkah,5,2,Gray,individual,0
BeEmW,sedan,4,2004,"75,368 SAR",2008,"40,131 SAR",74499,9.09,2WD,standard,AdDhahran,2,4,Red,individual,0
Huendae,SUV,4,2003,"79,168 SAR",2004,"73,151 SAR",16686,18.91,2WD,standard,Dammam,3,2,White,individual,0
BeEmW,sedan,4,1998,,2003,"47,488 SAR",199034,12.15,4WD,premium,Makkah,6,2,Black,individual,0
Honta,suv,4,1994,"92,742 SAR",1995,"70,112 SAR",16913,10.75,2WD,premium,DMM,4,3,Silver,company,0
Toyoda,suv,8,1993,"77,935 SAR",1995,"61,827 SAR",19954,5.38,2WD,standard,Dammam,4,3,Silver,individual,1
Fourd,SEDAN,4,1996,"64,326 SAR",1998,"40,260 SAR",82637000mts,11.47,2WD,standard,AdDhahran,0,4,Gray,individual,0
Masda,crossover,4,2001,"73,050 SAR",2002,"55,225 SAR",18827,13.28,4WD,standard,DMM,-2,1,Black,individual,0
Toyoda,suv,4,2007,"102,833 SAR",2012,"58,111 SAR",45483,11.02,2WD,standard,Dammam,-2,3,Black,individual,1
Honta,SEDAN,4,1997,,2001,"48,288 SAR",75374,26.23,4WD,premium,Makkah,6,3,Black,individual,0
Nesshan,suv,4,2005,"82,367 SAR",2013,"21,074 SAR",328155000mts,9.19,2WD,standard,RYD,4,4,Silver,company,0
Shevy,sedan,6,1997,"65,612 SAR",2001,"33,097 SAR",38021000mts,9.67,2WD,standard,Madinah,5,3,Black,individual,0
Shevy,crossover,4,2005,"92,251 SAR",2012,"39,437 SAR",135949,5.47,2WD,standard,Dhahran,-2,3,Gray,individual,0
Fourd,crossover,4,1997,"94,482 SAR",2000,"53,316 SAR",46668,5.12,4WD,standard,Makkah,-2,3,Black,individual,0
Toyoda,sedan,4,2004,"77,522 SAR",2006,"67,650 SAR",39101,19.97,4WD,standard,Jeddah,-2,2,Silver,individual,1
Huendae,suv,8,2003,,2008,"43,225 SAR",86503000mts,11.34,2WD,standard,Dhahran,3,2,Red,company,0
Masda,crossover,6,2002,"62,093 SAR",2009,"32,598 SAR",89313,10.64,2WD,standard,Dammam,-3,3,Black,individual,0
Toyoda,suv,8,1991,"104,872 SAR",1995,"64,040 SAR",45686,7.93,2WD,premium,Dammam,5,2,Gray,individual,0
Nesshan,suv,4,1993,"90,924 SAR",1994,"76,376 SAR",20896,14.01,2WD,premium,Dammam,3,2,Silver,individual,0
Fourd,SEDAN,8,2005,,2011,"43,709 SAR",242033,4.3,2WD,premium,Dhahran,10,3,Blue,individual,0
Shevy,suv,4,2006,"117,620 SAR",2014,"33,521 SAR",79228000mts,5.88,2WD,standard,Dammam,1,3,Black,individual,0
Geep,crossover,4,2005,"92,251 SAR",2011,"39,437 SAR",64971,9.17,2WD,standard,JED,9,3,Black,individual,0
