Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
Toyoda,suv,4,2003,"95,002 SAR",2005,"71,599 SAR",75042,13.25,2WD,standard,Riyadh,8,2,Gray,individual,1
Honta,sedan,8,1999,"58,511 SAR",2007,"18,430 SAR",156473,10.5,4WD,standard,Dhahran,2,1,Black,individual,0
Toyoda,suv,4,1996,"115,787 SAR",2000,"67,170 SAR",185798,11.7,2WD,premium,Makkah,4,3,Silver,individual,0
Toyoda,sedan,4,1994,"63,595 SAR",1997,"45,613 SAR",24960,13.6,4WD,standard,Makkah,5,1,Gray,individual,1
Fourd,crossover,4,2006,"94,096 SAR",2012,"40,125 SAR",217580,7.89,2WD,standard,Makkah,13,1,Blue,company,1
Nesshan,sedan,8,2001,"71,021 SAR",2009,"23,490 SAR",134653,14.04,2WD,premium,Makkah,3,1,Gray,individual,1
Toyoda,crossover,4,2005,"79,072 SAR",2013,"23,324 SAR",335106,14.33,2WD,standard,Makkah,6,2,Blue,individual,0
Nesshan,suv,6,2007,"85,694 SAR",2009,"56,019 SAR",85399,12.76,2WD,standard,Riyadh,5,4,White,individual,1
Toyoda,sedan,6,1997,"56,239 SAR",1998,"44,237 SAR",6763,11.01,2WD,standard,Riyadh,11,4,White,individual,0
Nesshan,suv,8,2006,"141,144 SAR",2013,"66,690 SAR",167303,7.1,4WD,premium,Jeddah,10,2,Red,company,0
Honta,sedan,4,1997,"46,866 SAR",2000,"35,725 SAR",24794,18.49,2WD,standard,Riyadh,3,1,Silver,individual,0
Shevy,sedan,6,1992,"59,427 SAR",1995,"37,260 SAR",55110,4.88,2WD,standard,Riyadh,1,3,Black,individual,0
Nesshan,sedan,4,2002,"51,744 SAR",2005,"35,500 SAR",21829,16.51,2WD,standard,Jeddah,4,3,Brown,individual,0
Honta,crossover,4,1992,"50,937 SAR",1997,"30,592 SAR",46278,16.92,2WD,standard,Jeddah,0,1,White,individual,0
JournalMotors,suv,8,2007,"167,961 SAR",2009,"110,656 SAR",79696,4.78,2WD,premium,Makkah,3,1,Brown,individual,0
Wolksvagon,sedan,4,2005,"79,072 SAR",2012,"40,919 SAR",138737,8.92,4WD,standard,Dammam,4,3,Black,individual,0
Nesshan,crossover,4,1998,"57,364 SAR",2001,"41,323 SAR",58462,21.02,2WD,standard,Riyadh,9,2,Silver,individual,1
Mercetes,crossover,4,2002,"86,930 SAR",2004,"63,300 SAR",18388,8.71,2WD,standard,Madinah,1,3,Blue,individual,1
BeEmW,suv,4,1997,"118,103 SAR",2003,"50,489 SAR",301374,4.56,4WD,standard,Makkah,3,2,Gray,individual,0
Honta,crossover,4,1999,"58,511 SAR",2004,"28,752 SAR",56186,13.36,2WD,standard,Dhahran,6,2,Gray,company,0
Honta,sedan,4,1995,"45,046 SAR",2000,"24,288 SAR",171995,19.64,2WD,standard,Jeddah,5,3,Gray,company,1
Wolksvagon,sedan,8,1994,"74,194 SAR",1999,"44,368 SAR",116692,10.36,2WD,premium,Riyadh,2,1,Gray,individual,0
Toyoda,sedan,6,2003,"76,001 SAR",2004,"63,103 SAR",36915,9.02,4WD,standard,Dhahran,2,4,Silver,individual,0
Honta,crossover,4,2004,"108,530 SAR",2010,"56,408 SAR",133439,19.42,4WD,premium,Riyadh,7,2,White,individual,0
Shevy,sedan,4,2004,"75,368 SAR",2009,"33,424 SAR",166409,9.58,2WD,standard,Madinah,11,1,White,individual,1
Toyoda,suv,4,2002,"130,395 SAR",2007,"77,196 SAR",58166,15.4,2WD,premium,Riyadh,6,2,Gray,individual,0
Masda,crossover,4,2001,"60,875 SAR",2006,"34,550 SAR",96151,15.11,2WD,standard,Makkah,10,2,Red,individual,1
Masda,sedan,4,1993,"60,616 SAR",1997,"33,796 SAR",53894,8.62,2WD,premium,Makkah,6,1,Gray,individual,0
Toyoda,crossover,4,2008,"83,912 SAR",2013,"45,161 SAR",105107,11.26,2WD,standard,Riyadh,4,1,Silver,individual,0
Fourd,sedan,4,2006,"78,413 SAR",2012,"33,521 SAR",308760,8.59,2WD,standard,Riyadh,2,1,Black,individual,0
Huendae,suv,6,2004,"80,752 SAR",2011,"36,247 SAR",295698,11.95,2WD,standard,Madinah,14,1,White,individual,0
Shevy,sedan,4,2007,"111,974 SAR",2013,"50,262 SAR",113915,10.49,2WD,premium,Makkah,4,1,White,individual,1
Fourd,crossover,4,2002,"86,930 SAR",2004,"54,257 SAR",23314,10.12,2WD,standard,Riyadh,10,2,Black,individual,0
JournalMotors,suv,8,2006,"141,144 SAR",2011,"69,725 SAR",92440,3.87,4WD,standard,Dammam,2,1,Gray,company,0
JournalMotors,crossover,4,2001,"85,225 SAR",2010,"24,289 SAR",100705,7.19,2WD,standard,Dhahran,3,1,White,company,0
Toyoda,sedan,4,2002,"62,093 SAR",2005,"51,841 SAR",47407,17.42,2WD,standard,Dhahran,1,2,White,individual,0
Nesshan,suv,4,1995,"94,597 SAR",2001,"42,462 SAR",238913,14.58,2WD,premium,Jeddah,5,1,Blue,company,0
JournalMotors,sedan,6,2003,"103,447 SAR",2006,"61,618 SAR",58908,8.77,2WD,premium,Dhahran,1,4,White,individual,0
Huendae,suv,4,2006,"84,014 SAR",2009,"58,221 SAR",62069,13.13,2WD,standard,Riyadh,3,3,White,individual,0
Huendae,sedan,4,2003,"63,334 SAR",2006,"41,278 SAR",118939,27.15,4WD,standard,Dhahran,12,2,Gray,individual,0
Honta,suv,6,2000,"74,602 SAR",2007,"33,486 SAR",162260,12.86,2WD,standard,Riyadh,4,4,Gray,individual,0
BeEmW,sedan,4,2003,"73,890 SAR",2005,"48,424 SAR",20650,10.95,2WD,standard,Madinah,6,2,Black,individual,1
Geep,crossover,6,2001,"102,271 SAR",2006,"50,395 SAR",184587,5.36,4WD,standard,Makkah,3,2,Black,individual,1
Toyoda,crossover,4,1999,"84,256 SAR",2001,"74,269 SAR",40587,12.96,4WD,standard,Dammam,1,2,Black,company,1
Honta,crossover,6,1996,"55,136 SAR",2000,"30,741 SAR",47483,9.31,2WD,standard,Dhahran,9,1,Brown,individual,0
Huendae,sedan,8,1995,"45,046 SAR",2001,"23,649 SAR",109747,10.5,2WD,standard,Jeddah,3,3,Red,individual,0
Shevy,crossover,4,2001,"85,225 SAR",2006,"37,891 SAR",96588,8.06,2WD,standard,Dammam,9,2,Black,individual,0
Toyoda,sedan,6,2008,"83,912 SAR",2014,"48,128 SAR",223081,13.35,4WD,standard,Makkah,2,2,White,individual,1
Fourd,suv,4,2003,"110,836 SAR",2009,"47,382 SAR",122406,3.62,2WD,standard,Jeddah,4,2,Silver,individual,0
Nesshan,suv,6,2005,"98,840 SAR",2010,"48,569 SAR",250673,7.47,4WD,standard,Riyadh,1,3,Black,individual,0
JournalMotors,suv,4,2004,"135,663 SAR",2007,"80,807 SAR",119662,6.46,4WD,standard,Makkah,0,2,Silver,individual,0
Nesshan,suv,4,1999,"87,767 SAR",2003,"48,579 SAR",171880,18.1,4WD,standard,Madinah,6,4,Brown,individual,0
Toyoda,sedan,8,2005,"65,893 SAR",2006,"54,559 SAR",9655,10.3,2WD,standard,Madinah,9,3,Black,individual,0
Fourd,crossover,4,1994,"74,194 SAR",1998,"39,298 SAR",48204,9.52,2WD,standard,Dammam,7,3,Black,individual,1
Honta,sedan,8,2003,"52,779 SAR",2006,"32,918 SAR",68277,13.24,2WD,standard,Riyadh,13,2,Gray,individual,0
Honta,sedan,4,1998,"57,364 SAR",2002,"33,422 SAR",185010,17.24,4WD,standard,Jeddah,8,2,White,company,0
Masda,sedan,4,1991,"41,616 SAR",1995,"28,359 SAR",22455,19.62,2WD,standard,Jeddah,3,2,White,individual,0
Toyoda,suv,4,1999,"87,767 SAR",2003,"53,594 SAR",46789,11.76,2WD,standard,Makkah,5,1,Red,individual,0
Nesshan,suv,4,2008,"87,408 SAR",2015,"39,235 SAR",341109,14.52,2WD,standard,Jeddah,5,1,White,individual,0
Huendae,sedan,4,2001,"50,729 SAR",2006,"26,050 SAR",242680,24.58,2WD,standard,Madinah,7,2,Gray,individual,0
Masda,sedan,8,2003,"52,779 SAR",2007,"29,426 SAR",30912,5.21,2WD,standard,Riyadh,7,3,Silver,individual,0
Masda,sedan,4,1994,"44,163 SAR",2002,"12,520 SAR",68432,14.77,2WD,standard,Jeddah,5,2,White,individual,0
Nesshan,sedan,6,1997,"78,735 SAR",2002,"44,687 SAR",49978,16.52,4WD,premium,Dammam,7,1,Gray,company,1
JournalMotors,suv,4,2005,"138,376 SAR",2010,"61,521 SAR",84961,3.53,4WD,standard,Dammam,5,3,White,company,0
Mercetes,crossover,6,1997,"110,229 SAR",2001,"58,385 SAR",46488,6.77,2WD,premium,Dhahran,5,3,Gray,company,1
Huendae,suv,4,2004,"80,752 SAR",2010,"38,155 SAR",60732,14.41,2WD,standard,Dammam,5,1,Red,individual,0
Huendae,suv,4,2002,"77,616 SAR",2005,"50,829 SAR",21307,12.03,2WD,standard,Riyadh,5,1,Black,individual,1
Huendae,sedan,8,2005,"54,911 SAR",2013,"14,788 SAR",323301,15.0,2WD,standard,Dammam,7,2,Black,company,0
Huendae,suv,6,1994,"66,244 SAR",1999,"30,924 SAR",222176,10.59,2WD,standard,Makkah,8,2,Black,individual,0
Honta,sedan,4,2003,"88,668 SAR",2011,"27,581 SAR",86465,23.66,4WD,premium,Jeddah,10,4,Black,company,1
Toyoda,crossover,8,2005,"94,886 SAR",2007,"79,457 SAR",96872,8.32,4WD,standard,Dammam,1,3,Brown,individual,1
Huendae,sedan,4,1995,"45,046 SAR",2002,"26,014 SAR",156130,20.62,2WD,standard,Jeddah,3,1,Red,individual,0
Wolksvagon,suv,6,2002,"130,395 SAR",2006,"83,606 SAR",53538,9.75,2WD,premium,Riyadh,5,3,Gray,individual,1
Masda,suv,8,1997,"118,103 SAR",2003,"55,803 SAR",55707,4.98,4WD,premium,Dhahran,13,1,Blue,individual,0
Fourd,sedan,4,2003,"124,136 SAR",2006,"70,049 SAR",41095,6.01,4WD,premium,Madinah,7,3,Red,company,0
Shevy,crossover,8,2004,"90,442 SAR",2011,"36,730 SAR",319376,6.31,2WD,standard,Dammam,11,2,Blue,individual,0
Nesshan,suv,4,2006,"84,014 SAR",2009,"60,841 SAR",129302,15.86,2WD,standard,Makkah,1,2,Gray,individual,0
Honta,suv,4,2001,"106,532 SAR",2004,"66,444 SAR",49272,14.03,2WD,premium,Dhahran,9,2,Gray,individual,0
Nesshan,suv,4,2000,"74,602 SAR",2005,"36,659 SAR",58731,7.47,2WD,standard,Jeddah,11,2,White,individual,0
Nesshan,crossover,4,2007,"68,555 SAR",2016,"20,309 SAR",357365,15.36,2WD,standard,Jeddah,4,3,Gray,individual,0
Masda,suv,4,1998,"71,705 SAR",2002,"44,421 SAR",86727,7.25,2WD,standard,Jeddah,1,2,Gray,individual,0
Toyoda,sedan,4,2002,"62,093 SAR",2004,"44,568 SAR",74936,10.93,2WD,standard,Madinah,4,1,White,individual,0
Honta,sedan,8,1994,"61,828 SAR",2002,"18,404 SAR",136398,13.01,2WD,premium,Dammam,13,1,Blue,individual,1
Toyoda,suv,4,2003,"95,002 SAR",2010,"49,163 SAR",76370,6.78,2WD,standard,Jeddah,7,3,Gray,individual,0
Shevy,suv,4,2005,"193,727 SAR",2009,"97,725 SAR",75828,4.2,4WD,premium,Madinah,9,3,White,company,0
JournalMotors,sedan,8,2008,"81,581 SAR",2014,"34,875 SAR",123844,6.39,2WD,standard,Makkah,5,3,Black,company,0
Shevy,sedan,6,1997,"65,612 SAR",2002,"32,331 SAR",178461,5.53,2WD,standard,Madinah,3,1,Red,company,1
Huendae,suv,6,2004,"96,902 SAR",2008,"54,027 SAR",80828,11.2,4WD,standard,Dhahran,6,3,Silver,individual,0
Nesshan,suv,4,1998,"71,705 SAR",2002,"41,978 SAR",38126,14.98,2WD,standard,Dhahran,4,1,White,company,1
Shevy,suv,4,2005,"115,313 SAR",2009,"55,261 SAR",165890,6.81,2WD,standard,Riyadh,5,1,Blue,individual,0
Fourd,crossover,4,1992,"71,313 SAR",1998,"30,486 SAR",122339,6.72,2WD,standard,Dammam,4,2,Black,individual,0
Toyoda,suv,8,2005,"98,840 SAR",2012,"53,707 SAR",147974,6.16,2WD,standard,Madinah,8,3,Gray,individual,1
Masda,sedan,6,1992,"42,448 SAR",1996,"24,850 SAR",82035,9.4,2WD,standard,Jeddah,4,3,Blue,individual,1
Fourd,sedan,4,2005,"76,875 SAR",2008,"43,380 SAR",60465,11.66,2WD,standard,Dhahran,5,2,White,individual,0
Huendae,sedan,6,1994,"61,828 SAR",1998,"34,472 SAR",75905,12.21,2WD,premium,Dhahran,6,3,Black,individual,0
Toyoda,suv,4,2006,"141,144 SAR",2011,"79,761 SAR",119309,14.56,2WD,premium,Makkah,8,3,Gray,individual,1
Wolksvagon,crossover,6,2004,"93,026 SAR",2012,"30,328 SAR",92972,8.45,4WD,standard,Dhahran,4,1,White,individual,1
Shevy,suv,6,2003,"110,836 SAR",2005,"65,719 SAR",99978,3.15,2WD,standard,Dammam,10,3,Gray,individual,0
Fourd,suv,6,2001,"106,532 SAR",2006,"47,245 SAR",206720,2.95,2WD,standard,Dhahran,4,2,Black,individual,1
Masda,sedan,8,1991,"41,616 SAR",1992,"31,461 SAR",9788,9.89,2WD,standard,Makkah,4,2,Gray,individual,0
Fourd,crossover,8,2000,"100,265 SAR",2003,"56,579 SAR",50704,1.55,4WD,standard,Makkah,7,3,White,individual,0
Fourd,suv,4,2004,"135,663 SAR",2007,"85,060 SAR",31302,7.93,4WD,standard,Madinah,3,1,Red,individual,0
Fourd,sedan,4,2000,"69,628 SAR",2003,"41,473 SAR",36164,6.5,2WD,standard,Makkah,1,4,White,individual,0
Honta,suv,4,2005,"82,367 SAR",2008,"48,803 SAR",119245,13.57,2WD,standard,Makkah,12,2,Silver,company,0
Masda,sedan,8,2005,"54,911 SAR",2006,"41,512 SAR",15459,5.48,2WD,standard,Dammam,6,3,Gray,individual,0
Masda,sedan,4,1998,"47,803 SAR",2005,"22,586 SAR",71992,11.82,2WD,standard,Makkah,6,3,Black,individual,0
Fourd,crossover,4,1991,"69,914 SAR",1997,"28,393 SAR",278524,6.34,2WD,standard,Madinah,10,2,Gray,individual,0
Shevy,sedan,4,2004,"105,516 SAR",2010,"50,120 SAR",130393,6.57,2WD,premium,Riyadh,3,3,Black,individual,0
BeEmW,suv,8,2004,"135,663 SAR",2010,"57,850 SAR",247073,2.4,4WD,standard,Makkah,4,2,Blue,individual,1
Toyoda,suv,8,2002,"93,139 SAR",2005,"70,515 SAR",147498,5.98,2WD,standard,Makkah,1,3,Blue,individual,1
Huendae,suv,4,1996,"68,921 SAR",1999,"42,878 SAR",116931,9.8,2WD,standard,Riyadh,9,2,Blue,individual,1
Huendae,crossover,8,1999,"70,214 SAR",2002,"45,982 SAR",55131,12.37,4WD,standard,Riyadh,6,1,Black,individual,1
Toyoda,crossover,4,2004,"77,522 SAR",2006,"61,500 SAR",17484,13.89,2WD,standard,Dammam,6,3,White,individual,1
Huendae,suv,4,1994,"66,244 SAR",2001,"32,865 SAR",118216,13.19,2WD,standard,Dammam,8,2,Black,company,1
JournalMotors,sedan,4,2007,"134,369 SAR",2012,"59,740 SAR",104992,10.93,4WD,premium,Dhahran,8,1,Black,individual,0
JournalMotors,crossover,4,2008,"97,897 SAR",2014,"41,850 SAR",41842,5.8,2WD,standard,Jeddah,4,3,Black,individual,0
Fourd,crossover,6,1993,"72,739 SAR",1996,"43,098 SAR",18203,6.59,2WD,standard,Riyadh,8,1,Gray,company,1
Masda,crossover,4,1996,"55,136 SAR",2005,"14,849 SAR",284680,10.97,2WD,standard,Madinah,11,1,Black,individual,0
Masda,suv,4,2000,"74,602 SAR",2004,"41,594 SAR",30956,11.95,2WD,standard,Jeddah,11,2,White,individual,0
JournalMotors,sedan,4,2005,"107,626 SAR",2008,"67,481 SAR",63474,11.78,2WD,premium,Dhahran,2,1,Blue,individual,0
Fourd,sedan,4,2001,"99,430 SAR",2006,"49,118 SAR",118108,5.66,2WD,premium,Dhahran,3,1,Red,individual,0
Shevy,suv,4,2001,"106,532 SAR",2005,"59,711 SAR",45457,6.01,2WD,standard,Riyadh,3,2,Black,individual,0
Toyoda,suv,6,2005,"98,840 SAR",2011,"51,149 SAR",134331,8.5,2WD,standard,Dhahran,12,1,White,company,0
Fourd,sedan,4,2001,"85,225 SAR",2009,"20,767 SAR",345862,6.49,4WD,standard,Makkah,5,1,White,individual,0
Geep,sedan,4,2004,"75,368 SAR",2007,"47,255 SAR",47501,8.48,2WD,standard,Dhahran,1,1,Silver,company,0
JournalMotors,sedan,8,2006,"78,413 SAR",2012,"35,383 SAR",218143,2.96,2WD,standard,Madinah,3,3,Black,individual,0
Mercetes,sedan,6,2002,"72,441 SAR",2006,"36,451 SAR",165624,4.88,2WD,standard,Jeddah,5,3,Black,company,1
JournalMotors,suv,4,1998,"140,542 SAR",2000,"92,105 SAR",37479,5.67,2WD,premium,Dammam,8,3,Black,individual,1
Masda,suv,4,2003,"133,003 SAR",2009,"69,826 SAR",124191,14.76,4WD,premium,Makkah,2,3,White,company,0
JournalMotors,crossover,4,1997,"78,735 SAR",2004,"35,342 SAR",68400,5.97,2WD,standard,Makkah,6,2,Black,individual,1
BeEmW,sedan,6,1997,"65,612 SAR",2000,"41,138 SAR",33234,9.2,2WD,standard,Riyadh,1,1,Red,individual,0
Shevy,crossover,4,2004,"126,619 SAR",2008,"70,969 SAR",92592,5.41,2WD,premium,Dhahran,2,1,Blue,individual,0
Toyoda,crossover,6,1993,"62,348 SAR",1999,"33,878 SAR",135072,12.18,2WD,standard,Riyadh,5,2,White,company,1
Huendae,sedan,4,1995,"45,046 SAR",1996,"35,757 SAR",23421,13.46,2WD,standard,Dhahran,5,1,White,individual,1
Masda,crossover,6,2003,"88,668 SAR",2007,"46,965 SAR",132707,10.36,2WD,premium,Jeddah,11,1,Red,individual,0
Nesshan,suv,4,2008,"104,890 SAR",2010,"72,358 SAR",18705,13.66,4WD,standard,Jeddah,8,3,Black,individual,0
Toyoda,sedan,6,2001,"60,875 SAR",2009,"19,752 SAR",322450,15.05,2WD,standard,Dhahran,7,2,Silver,individual,0
Toyoda,suv,4,2005,"118,608 SAR",2008,"85,072 SAR",38933,14.61,4WD,standard,Dhahran,4,3,Blue,individual,1
JournalMotors,crossover,4,1998,"112,434 SAR",2005,"45,662 SAR",290668,8.0,2WD,premium,Madinah,8,3,White,company,0
Masda,suv,4,1995,"67,569 SAR",2002,"33,700 SAR",241384,13.12,2WD,standard,Dhahran,2,1,Gray,individual,0
Shevy,sedan,4,2003,"73,890 SAR",2012,"22,111 SAR",188150,5.4,2WD,standard,Dhahran,3,1,Blue,individual,1
Fourd,sedan,4,2006,"109,778 SAR",2014,"32,851 SAR",152878,4.8,2WD,premium,Dhahran,3,2,White,company,1
Shevy,sedan,8,1994,"74,194 SAR",1999,"32,986 SAR",89646,7.52,4WD,standard,Riyadh,6,3,White,individual,0
Masda,crossover,4,2007,"68,555 SAR",2011,"42,469 SAR",88332,9.91,2WD,standard,Madinah,3,1,Brown,individual,0
Wolksvagon,sedan,4,1995,"54,055 SAR",1997,"40,841 SAR",41788,11.51,2WD,standard,Jeddah,9,2,Black,individual,0
Fourd,sedan,4,1997,"65,612 SAR",2001,"33,097 SAR",76913,7.76,2WD,standard,Jeddah,8,3,White,individual,0
Huendae,sedan,6,1995,"45,046 SAR",1999,"27,626 SAR",78932,17.03,2WD,standard,Makkah,7,1,Red,individual,0
Huendae,sedan,4,2004,"53,834 SAR",2007,"36,933 SAR",60462,17.96,2WD,standard,Madinah,7,3,Black,individual,0
JournalMotors,crossover,4,2004,"90,442 SAR",2010,"38,663 SAR",123189,4.07,2WD,standard,Dhahran,4,3,Red,individual,0
Honta,sedan,6,2001,"50,729 SAR",2007,"26,366 SAR",130686,15.78,2WD,standard,Riyadh,7,1,Black,individual,0
Nesshan,sedan,6,1993,"43,297 SAR",1996,"29,704 SAR",60966,18.63,2WD,standard,Jeddah,5,3,Silver,individual,0
Fourd,sedan,4,1999,"68,263 SAR",2006,"29,182 SAR",140024,10.88,2WD,standard,Madinah,12,2,Red,individual,0
Shevy,crossover,4,2004,"90,442 SAR",2008,"43,342 SAR",138994,9.38,2WD,standard,Makkah,12,2,Black,individual,0
Toyoda,suv,6,2006,"100,817 SAR",2010,"64,642 SAR",75966,11.13,2WD,standard,Jeddah,7,2,Silver,company,1
Nesshan,suv,8,2001,"91,313 SAR",2009,"30,201 SAR",167017,10.05,4WD,standard,Madinah,3,2,Gray,individual,1
Honta,sedan,8,1998,"57,364 SAR",2004,"28,610 SAR",248688,8.19,4WD,standard,Jeddah,3,3,White,individual,0
JournalMotors,sedan,4,2002,"72,441 SAR",2007,"32,207 SAR",86479,9.37,2WD,standard,Riyadh,7,2,White,individual,0
Huendae,suv,4,2004,"80,752 SAR",2011,"38,155 SAR",133299,8.95,2WD,standard,Dammam,4,2,Blue,individual,0
Shevy,suv,8,2006,"117,620 SAR",2008,"73,412 SAR",33008,2.34,2WD,standard,Riyadh,10,2,Black,company,0
BeEmW,crossover,4,1999,"98,299 SAR",2000,"67,068 SAR",9450,9.12,4WD,standard,Jeddah,8,4,Black,company,1
BeEmW,sedan,6,2002,"86,930 SAR",2006,"41,659 SAR",160329,7.65,4WD,standard,Riyadh,4,2,Black,individual,0
Honta,sedan,4,2004,"53,834 SAR",2012,"16,025 SAR",115193,14.53,2WD,standard,Jeddah,7,1,Silver,individual,1
Toyoda,sedan,6,1996,"55,136 SAR",2000,"35,539 SAR",151889,14.81,2WD,standard,Dammam,2,2,White,individual,0
Nesshan,crossover,4,2002,"62,093 SAR",2005,"38,727 SAR",60118,11.6,2WD,standard,Jeddah,4,1,Gray,individual,0
Honta,sedan,4,2002,"86,930 SAR",2008,"50,202 SAR",140999,19.29,4WD,premium,Madinah,2,3,Gray,individual,0
Fourd,sedan,8,2005,"76,875 SAR",2012,"32,864 SAR",71659,3.87,2WD,standard,Dhahran,5,3,Silver,company,0
Honta,suv,6,2000,"125,332 SAR",2000,"85,275 SAR",1222,14.74,4WD,premium,Dhahran,4,2,White,company,0
Shevy,suv,4,2005,"115,313 SAR",2009,"58,024 SAR",144538,4.71,2WD,standard,Riyadh,4,2,Gray,individual,1
Huendae,suv,4,2000,"74,602 SAR",2004,"41,594 SAR",40810,11.22,2WD,standard,Madinah,5,3,Gray,company,0
Honta,sedan,6,1995,"63,065 SAR",1997,"45,463 SAR",77663,19.14,2WD,premium,Jeddah,12,3,Silver,individual,0
JournalMotors,sedan,8,2002,"101,418 SAR",2011,"27,314 SAR",171924,2.6,2WD,premium,Dhahran,10,2,White,individual,1
Shevy,crossover,4,2004,"90,442 SAR",2008,"45,623 SAR",81570,8.94,2WD,standard,Riyadh,5,1,Blue,individual,0
Shevy,crossover,4,2007,"95,978 SAR",2011,"48,416 SAR",33308,6.78,2WD,standard,Jeddah,12,3,Black,individual,0
Huendae,sedan,4,2003,"63,334 SAR",2009,"31,271 SAR",140468,19.15,4WD,standard,Makkah,10,4,Gray,individual,0
Fourd,sedan,8,1997,"65,612 SAR",2001,"33,097 SAR",91160,6.09,2WD,standard,Makkah,5,2,Red,individual,0
Huendae,sedan,6,2004,"75,368 SAR",2009,"40,739 SAR",111333,17.97,2WD,premium,Riyadh,6,2,Black,individual,0
Nesshan,sedan,4,2007,"68,555 SAR",2010,"49,646 SAR",124529,25.82,4WD,standard,Riyadh,3,3,Red,individual,0
Masda,sedan,8,2002,"51,744 SAR",2006,"27,407 SAR",130746,14.28,2WD,standard,Dammam,6,2,Blue,company,0
Toyoda,crossover,4,2007,"98,720 SAR",2013,"51,087 SAR",135840,11.31,4WD,standard,Dhahran,4,2,White,individual,0
Shevy,sedan,4,2007,"79,981 SAR",2013,"35,901 SAR",60813,7.45,2WD,standard,Dhahran,4,1,Silver,company,1
BeEmW,suv,4,2001,"127,838 SAR",2006,"56,836 SAR",55814,4.93,4WD,standard,Madinah,8,1,Silver,individual,0
Honta,sedan,6,2007,"79,981 SAR",2012,"43,124 SAR",227881,17.05,2WD,premium,Dhahran,5,3,Gray,individual,1
Fourd,sedan,4,2002,"86,930 SAR",2006,"46,044 SAR",68870,7.82,4WD,standard,Riyadh,5,2,Black,individual,1
Fourd,suv,4,2006,"141,144 SAR",2011,"62,752 SAR",44487,5.91,4WD,standard,Makkah,5,2,Red,individual,0
Huendae,suv,4,2001,"106,532 SAR",2005,"59,561 SAR",159652,11.57,2WD,premium,Makkah,3,4,Black,individual,0
Huendae,crossover,4,2001,"60,875 SAR",2004,"41,764 SAR",59910,19.04,2WD,standard,Makkah,4,3,Silver,individual,0
JournalMotors,sedan,4,1999,"68,263 SAR",2003,"34,435 SAR",81251,11.0,2WD,standard,Riyadh,4,1,Silver,company,0
Toyoda,suv,4,2002,"111,767 SAR",2008,"57,839 SAR",46477,11.59,4WD,standard,Riyadh,6,2,Gray,individual,0
Huendae,sedan,4,2000,"49,734 SAR",2008,"14,734 SAR",306631,16.6,2WD,standard,Jeddah,7,2,Gray,company,0
JournalMotors,suv,4,2003,"133,003 SAR",2011,"37,905 SAR",139312,8.02,4WD,standard,Dhahran,2,2,Gray,individual,0
Honta,crossover,4,1997,"67,487 SAR",2004,"34,988 SAR",342083,21.53,4WD,standard,Dhahran,13,3,Black,individual,1
JournalMotors,suv,6,2004,"113,052 SAR",2006,"82,321 SAR",20107,3.04,2WD,standard,Makkah,3,1,Silver,individual,1
Nesshan,crossover,4,2000,"59,681 SAR",2006,"32,742 SAR",256120,21.09,2WD,standard,Madinah,3,1,Blue,individual,0
Shevy,sedan,4,2007,"79,981 SAR",2011,"44,829 SAR",75534,7.86,2WD,standard,Madinah,3,1,Black,individual,0
JournalMotors,sedan,4,2006,"78,413 SAR",2011,"38,736 SAR",100771,10.08,2WD,standard,Madinah,1,2,White,individual,0
JournalMotors,suv,4,1992,"124,798 SAR",1997,"55,485 SAR",50957,8.69,2WD,premium,Jeddah,5,3,Gray,individual,0
Shevy,crossover,8,1992,"85,575 SAR",1998,"38,412 SAR",132076,6.36,4WD,standard,Riyadh,9,2,Black,company,1
Wolksvagon,sedan,6,2004,"64,601 SAR",2012,"22,287 SAR",150819,6.86,2WD,standard,Jeddah,3,3,Black,individual,0
Honta,sedan,4,1996,"45,947 SAR",1999,"33,274 SAR",127529,23.62,2WD,standard,Makkah,3,2,Brown,individual,0
JournalMotors,sedan,6,2004,"75,368 SAR",2008,"39,920 SAR",29036,7.68,2WD,standard,Dammam,5,2,Gray,individual,1
JournalMotors,suv,4,2005,"115,313 SAR",2012,"49,173 SAR",131524,5.33,2WD,standard,Riyadh,6,4,Blue,individual,1
Masda,suv,8,2004,"80,752 SAR",2005,"64,100 SAR",18564,6.77,2WD,standard,Madinah,6,1,Black,individual,1
JournalMotors,crossover,8,1992,"119,806 SAR",2000,"29,193 SAR",324144,3.28,4WD,premium,Makkah,11,2,Black,individual,0
Honta,sedan,8,2005,"65,893 SAR",2005,"44,833 SAR",1029,13.59,4WD,standard,Madinah,4,2,White,individual,0
Honta,sedan,6,2005,"54,911 SAR",2009,"33,677 SAR",84833,18.74,2WD,standard,Dhahran,5,1,Silver,individual,0
Wolksvagon,suv,4,1997,"84,359 SAR",2000,"57,481 SAR",130459,14.09,2WD,standard,Madinah,8,2,Blue,individual,1
Wolksvagon,sedan,4,2000,"59,681 SAR",2005,"32,120 SAR",104105,10.62,2WD,standard,Dhahran,7,3,Silver,company,0
Honta,suv,4,2001,"76,094 SAR",2006,"43,624 SAR",56128,10.49,2WD,standard,Riyadh,2,2,Blue,individual,1
